"","accession","version","entryVersion","dataClass","taxonomicDivision","moleculeType","sequenceLength","topology","firstPublic","firstPublicRelease","lastUpdated","lastUpdatedRelease","Row.names","taxID","superkingdom","phylum","class","order","family","genus","species"
"484","KT246304","1","1","STD","INV","genomic DNA","520","linear","2015-12-13","127","2015-12-13","127","629",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"485","KX069235","1","1","STD","INV","genomic DNA","581","linear","2016-06-13","129","2016-06-13","129","534",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"486","KC509530","1","3","STD","INV","genomic DNA","597","linear","2013-07-02","117","2013-08-18","117","975",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"487","KU096058","1","1","STD","INV","genomic DNA","666","linear","2016-05-05","128","2016-05-05","128","611",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"488","KY247116","1","1","STD","INV","genomic DNA","631","linear","2017-01-19","131","2017-01-19","131","491",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"489","MG018466","1","1","STD","INV","genomic DNA","627","linear","2018-01-23","135","2018-01-23","135","378",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"490","MG564214","1","1","STD","INV","genomic DNA","614","linear","2018-02-22","135","2018-02-22","135","372",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"491","MG564215","1","1","STD","INV","genomic DNA","604","linear","2018-02-22","135","2018-02-22","135","371",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"492","KX069233","1","1","STD","INV","genomic DNA","593","linear","2016-06-13","129","2016-06-13","129","536",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"493","KX069238","1","1","STD","INV","genomic DNA","532","linear","2016-06-13","129","2016-06-13","129","531",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"494","KF972443","1","3","STD","INV","genomic DNA","669","linear","2014-03-09","120","2014-05-15","120","954",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"495","KU527127","1","1","STD","INV","genomic DNA","666","linear","2016-08-03","129","2016-08-03","129","517",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"496","JQ976620","1","2","STD","INV","genomic DNA","640","linear","2012-05-10","112","2013-03-24","116","997",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"497","JQ976621","1","2","STD","INV","genomic DNA","641","linear","2012-05-10","112","2013-03-24","116","996",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"498","JQ976625","1","2","STD","INV","genomic DNA","626","linear","2012-05-10","112","2013-03-24","116","992",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"499","JQ976626","1","2","STD","INV","genomic DNA","637","linear","2012-05-10","112","2013-03-24","116","991",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"500","MG253001","1","1","STD","INV","genomic DNA","554","linear","2018-03-27","136","2018-03-27","136","352",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"501","KC509532","1","3","STD","INV","genomic DNA","602","linear","2013-07-02","117","2013-08-18","117","973",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"502","KX887323","1","1","STD","INV","genomic DNA","660","linear","2017-04-12","132","2017-04-12","132","454",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"503","KP216454","1","1","STD","INV","genomic DNA","561","linear","2015-03-03","124","2015-03-03","124","799",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"504","KU765201","1","1","STD","INV","genomic DNA","666","linear","2016-05-16","128","2016-05-16","128","607",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"505","KF972441","1","3","STD","INV","genomic DNA","627","linear","2014-03-09","120","2014-05-15","120","956",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"506","DQ439542","1","1","STD","INV","genomic DNA","665","linear","2007-02-28","90","2007-02-28","90","1102",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"507","KJ513198","1","1","STD","INV","genomic DNA","516","linear","2014-05-16","120","2014-05-16","120","949",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"508","AB872944","1","1","STD","INV","genomic DNA","608","linear","2016-05-12","128","2016-05-12","128","605",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"509","KX879129","1","1","STD","INV","genomic DNA","667","linear","2017-04-12","132","2017-04-12","132","468",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"510","KX879134","1","1","STD","INV","genomic DNA","663","linear","2017-04-12","132","2017-04-12","132","463",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"511","KX879139","1","1","STD","INV","genomic DNA","671","linear","2017-04-12","132","2017-04-12","132","458",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"512","GU827130","1","1","STD","INV","genomic DNA","538","linear","2010-05-09","104","2010-05-09","104","1051",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"513","KJ605144","1","1","STD","INV","genomic DNA","625","linear","2014-06-05","121","2014-06-05","121","948",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"514","KF972442","1","3","STD","INV","genomic DNA","647","linear","2014-03-09","120","2014-05-15","120","955",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"515","KY091311","1","1","STD","INV","genomic DNA","595","linear","2017-09-29","134","2017-09-29","134","420",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"516","KY247115","1","1","STD","INV","genomic DNA","617","linear","2017-01-19","131","2017-01-19","131","492",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"517","JQ976629","1","2","STD","INV","genomic DNA","638","linear","2012-05-10","112","2013-03-24","116","988",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"518","KX069240","1","1","STD","INV","genomic DNA","528","linear","2016-06-13","129","2016-06-13","129","529",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"519","MG793450","1","1","STD","INV","genomic DNA","628","linear","2018-09-27","138","2018-09-27","138","304",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"520","KX879130","1","1","STD","INV","genomic DNA","564","linear","2017-04-12","132","2017-04-12","132","467",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"521","KY247113","1","1","STD","INV","genomic DNA","617","linear","2017-01-19","131","2017-01-19","131","494",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"522","MK673828","1","1","STD","INV","genomic DNA","543","linear","2019-03-27","140","2019-03-27","140","162",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"523","MN103528","1","1","STD","INV","genomic DNA","631","linear","2019-07-04","141","2019-07-04","141","72",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"524","MK673823","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","167",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"525","MK673826","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","164",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"526","MK673830","1","1","STD","INV","genomic DNA","543","linear","2019-03-27","140","2019-03-27","140","160",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"527","MK673832","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","158",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"528","MK673834","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","156",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"529","MK673837","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","153",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"530","MK673838","1","1","STD","INV","genomic DNA","547","linear","2019-03-27","140","2019-03-27","140","152",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"531","MN463023","1","1","STD","INV","genomic DNA","627","linear","2019-09-23","142","2019-09-23","142","62",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"532","MN463025","1","1","STD","INV","genomic DNA","630","linear","2019-09-23","142","2019-09-23","142","60",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"533","MK757648","1","1","STD","INV","genomic DNA","624","linear","2019-04-17","140","2019-04-17","140","134",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"534","MK673816","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","174",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"535","MK673818","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","172",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"536","MK757825","1","1","STD","INV","genomic DNA","503","linear","2019-04-17","140","2019-04-17","140","128",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"537","MN463024","1","1","STD","INV","genomic DNA","619","linear","2019-09-23","142","2019-09-23","142","61",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"538","MK673833","1","1","STD","INV","genomic DNA","542","linear","2019-03-27","140","2019-03-27","140","157",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"539","MK673841","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","149",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"540","MK673844","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","146",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"541","MK673846","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","144",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"542","MK673847","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","143",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"543","MK673848","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","142",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"544","MK673853","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","137",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"545","MK757709","1","1","STD","INV","genomic DNA","614","linear","2019-04-17","140","2019-04-17","140","133",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"546","MK673851","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","139",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"547","MK872810","1","1","STD","INV","genomic DNA","612","linear","2019-05-08","140","2019-05-08","140","112",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"548","MK757824","1","1","STD","INV","genomic DNA","512","linear","2019-04-17","140","2019-04-17","140","129",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"549","MN252044","1","1","STD","INV","genomic DNA","615","linear","2019-08-12","141","2019-08-12","141","64",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"550","MG241124","1","1","STD","INV","genomic DNA","629","linear","2017-10-31","134","2017-10-31","134","400",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"551","MK673819","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","171",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"552","MK673822","1","1","STD","INV","genomic DNA","539","linear","2019-03-27","140","2019-03-27","140","168",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"553","MK673835","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","155",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"554","MK757711","1","1","STD","INV","genomic DNA","622","linear","2019-04-17","140","2019-04-17","140","132",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"555","MN463026","1","1","STD","INV","genomic DNA","637","linear","2019-09-23","142","2019-09-23","142","59",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"556","MN463027","1","1","STD","INV","genomic DNA","619","linear","2019-09-23","142","2019-09-23","142","58",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"557","MK957188","1","1","STD","INV","genomic DNA","597","linear","2019-07-15","141","2019-07-15","141","68",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"558","MK673854","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","136",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"559","MK673817","1","1","STD","INV","genomic DNA","542","linear","2019-03-27","140","2019-03-27","140","173",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"560","MK673821","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","169",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"561","MH891623","1","1","STD","INV","genomic DNA","591","linear","2018-09-19","138","2018-09-19","138","306",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"562","MK238383","1","1","STD","INV","genomic DNA","665","linear","2020-01-04","143","2020-01-04","143","7",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"563","MK238384","1","1","STD","INV","genomic DNA","665","linear","2020-01-04","143","2020-01-04","143","6",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"564","MK872808","1","1","STD","INV","genomic DNA","603","linear","2019-05-08","140","2019-05-08","140","114",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"565","MK872809","1","1","STD","INV","genomic DNA","620","linear","2019-05-08","140","2019-05-08","140","113",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"566","MK757647","1","1","STD","INV","genomic DNA","602","linear","2019-04-17","140","2019-04-17","140","135",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"567","MN252045","1","1","STD","INV","genomic DNA","625","linear","2019-08-12","141","2019-08-12","141","63",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"568","MK673820","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","170",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"569","MK673824","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","166",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"570","MK673836","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","154",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"571","MK673831","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","159",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"572","MK673839","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","151",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"573","MK673840","1","1","STD","INV","genomic DNA","546","linear","2019-03-27","140","2019-03-27","140","150",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"574","MK673852","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","138",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"575","MK673842","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","148",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"576","MK673845","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","145",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"577","MK673849","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","141",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"578","MK673850","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","140",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"579","MK757737","1","1","STD","INV","genomic DNA","561","linear","2019-04-17","140","2019-04-17","140","131",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"580","MK757738","1","1","STD","INV","genomic DNA","556","linear","2019-04-17","140","2019-04-17","140","130",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"581","DQ519357","1","1","STD","INV","genomic DNA","665","linear","2007-02-28","90","2007-02-28","90","1066",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"582","DQ519358","1","1","STD","INV","genomic DNA","665","linear","2007-02-28","90","2007-02-28","90","1065",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"583","MG919977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","MG919978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","MG919979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","MG919973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","MG919975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","MG919974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","MG919976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","MG254616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","MG254617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","MG254589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","MG254593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","MG254612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","MG254601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","MG254588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","MN463028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","MN463029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","MN463030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","KP642759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","KP642760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","MN134074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","MK107811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","MK107808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","MK107810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","MK107807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","MK107809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","MK107812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","MK107813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","MN103413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","DQ111766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","DQ111765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","MK862232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","MK862231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","MK862229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","MK862230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","MK862234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","KJ494656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
